Source,Target,Type
606,3295,Directed
33726,5429,Directed
33726,13469,Directed
33726,41298,Directed
33726,25628,Directed
33726,39360,Directed
33726,41069,Directed
33726,30610,Directed
33726,23752,Directed
33726,37430,Directed
33726,29350,Directed
33726,7602,Directed
33726,34256,Directed
33726,20081,Directed
33726,33726,Directed
33726,25623,Directed
33726,38936,Directed
33726,6741,Directed
33726,12045,Directed
33726,17205,Directed
33726,18429,Directed
33726,16016,Directed
33726,36145,Directed
33726,8418,Directed
33726,33104,Directed
33726,22371,Directed
33726,21822,Directed
33726,38701,Directed
33726,22563,Directed
33726,13425,Directed
28041,21957,Directed
28041,14241,Directed
28041,3883,Directed
28041,38043,Directed
28041,14177,Directed
28041,40432,Directed
28041,11651,Directed
28041,19071,Directed
28041,17984,Directed
28041,7175,Directed
28041,34447,Directed
28041,3602,Directed
28041,30161,Directed
28041,43854,Directed
28041,10257,Directed
28041,4330,Directed
28041,28616,Directed
28041,5313,Directed
28041,8381,Directed
28041,30133,Directed
28041,34515,Directed
28041,42705,Directed
28041,21229,Directed
28041,31288,Directed
28041,42760,Directed
28041,8591,Directed
28041,5579,Directed
28041,15561,Directed
28041,40432,Directed
28041,2490,Directed
28041,27984,Directed
28041,18857,Directed
28041,5264,Directed
28041,28267,Directed
28041,25925,Directed
28041,33482,Directed
28041,22792,Directed
28041,41031,Directed
28041,17915,Directed
28041,34970,Directed
28041,42394,Directed
28041,3772,Directed
28041,26963,Directed
28041,5539,Directed
28041,34980,Directed
28041,10850,Directed
28041,35244,Directed
28041,9477,Directed
28041,40804,Directed
28041,25727,Directed
28041,41372,Directed
28041,9706,Directed
28041,5247,Directed
28041,33755,Directed
28041,8527,Directed
28041,683,Directed
28041,18470,Directed
28041,22507,Directed
28041,20915,Directed
28041,29616,Directed
28041,39074,Directed
28041,5319,Directed
28041,14177,Directed
28041,40432,Directed
28041,9890,Directed
28041,4961,Directed
28041,41057,Directed
28041,10847,Directed
28041,36666,Directed
28041,20795,Directed
28041,14983,Directed
28041,5927,Directed
28041,22792,Directed
28041,3594,Directed
28041,12379,Directed
28041,16325,Directed
28041,40432,Directed
28041,33823,Directed
28041,22971,Directed
28041,36576,Directed
28041,33360,Directed
28041,16752,Directed
28041,13430,Directed
28041,42911,Directed
28041,3351,Directed
28041,29952,Directed
28041,34235,Directed
28041,20903,Directed
28041,32481,Directed
16582,35008,Directed
16582,8641,Directed
