Source,Target,Type
33375,5150,Directed
33375,33375,Directed
33375,29232,Directed
33375,18362,Directed
33375,34009,Directed
33375,32613,Directed
33375,38630,Directed
33375,36236,Directed
33375,3850,Directed
33375,34917,Directed
33375,38409,Directed
33375,40251,Directed
31688,31405,Directed
31688,4792,Directed
31688,31301,Directed
31688,39960,Directed
31688,32953,Directed
31688,5730,Directed
31688,29974,Directed
31688,31028,Directed
31688,32428,Directed
31688,40402,Directed
31688,5052,Directed
31688,27614,Directed
31688,6383,Directed
31688,35533,Directed
31688,30890,Directed
31688,223,Directed
31688,40402,Directed
31688,22112,Directed
31688,5469,Directed
31688,4482,Directed
31688,2351,Directed
31688,3757,Directed
31688,40402,Directed
31688,7848,Directed
31688,2552,Directed
31688,20032,Directed
31688,11114,Directed
31688,8448,Directed
31688,23377,Directed
31688,38279,Directed
31688,32805,Directed
31688,9383,Directed
31688,9266,Directed
31688,31547,Directed
31688,17777,Directed
31688,21059,Directed
31688,15699,Directed
31688,16307,Directed
31688,32095,Directed
31688,24804,Directed
31688,13891,Directed
31688,32120,Directed
31688,17454,Directed
31688,2712,Directed
31688,13599,Directed
31688,7405,Directed
31688,35384,Directed
31688,7814,Directed
31688,18833,Directed
31688,32097,Directed
31688,21281,Directed
31688,28307,Directed
31688,3614,Directed
31688,17459,Directed
31688,25192,Directed
31688,16177,Directed
31688,31679,Directed
31688,1899,Directed
31688,21797,Directed
31688,8264,Directed
31688,10442,Directed
31688,22916,Directed
31688,8840,Directed
31688,1916,Directed
31688,12515,Directed
31688,40402,Directed
31688,40570,Directed
31688,514,Directed
31688,9327,Directed
31688,32486,Directed
31688,12357,Directed
31688,7182,Directed
31688,37301,Directed
31688,23299,Directed
31688,3517,Directed
31688,21482,Directed
31688,19537,Directed
31688,960,Directed
31688,37252,Directed
31688,9437,Directed
31688,37341,Directed
31688,2424,Directed
31688,15658,Directed
31688,32095,Directed
31688,16540,Directed
31688,24410,Directed
31688,17227,Directed
31688,5447,Directed
31688,13260,Directed
31688,37537,Directed
1115,40353,Directed
1115,9743,Directed
1115,26477,Directed
1115,33624,Directed
1115,394,Directed
1115,2771,Directed
1115,37912,Directed
34263,10913,Directed
34263,29493,Directed
34263,23133,Directed
34263,23203,Directed
34263,16303,Directed
34263,23711,Directed
34263,5158,Directed
34263,13580,Directed
34263,34429,Directed
34263,13552,Directed
34263,34263,Directed
34263,16422,Directed
34263,35632,Directed
34263,14607,Directed
34263,20991,Directed
34263,35750,Directed
34263,36455,Directed
34263,7582,Directed
34263,23675,Directed
34263,16419,Directed
34263,24768,Directed
34263,34365,Directed
34263,34263,Directed
34263,18856,Directed
34263,40635,Directed
34263,35750,Directed
34263,29211,Directed
34263,9814,Directed
34263,11006,Directed
34263,34817,Directed
34263,39224,Directed
34263,12993,Directed
34263,24294,Directed
38248,38248,Directed
38248,28416,Directed
15921,15921,Directed
15921,4625,Directed
15921,23420,Directed
15921,1742,Directed
15921,32657,Directed
15921,15921,Directed
15921,6254,Directed
15921,8131,Directed
15921,8655,Directed
15921,11880,Directed
15921,25163,Directed
15921,13971,Directed
15921,14524,Directed
